tradingbot/ml/research/phase39/run_phase39.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 39 — Expand candle coverage and rebuild dataset_v3 on fullest history.
tradingbot/ml/research/phase3a/__init__.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 3A VOL edge research.
tradingbot/ml/research/phase3a/vol_edge_research.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 3A — VOL edge reconstruction research (no live enable).
tradingbot/ml/research/phase40/run_phase40.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 40 — Threshold sweep walk-forward retrain on expanded dataset_v3.
tradingbot/ml/research/phase41/run_phase41.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 41 — Advanced model search + label generalization audit.
tradingbot/ml/research/phase42/run_phase42.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 42 — Feature parity audit, spread patch, event bias report.
tradingbot/ml/research/phase43/run_phase43.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 43 — Retrain on balanced event subsets with walk-forward threshold sweep.
tradingbot/ml/research/phase44/run_phase44.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 44 — Integration gate synthesis across phases 42-43.
tradingbot/ml/research/phase45/run_phase45.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 45 — Structure-event dataset v5 + label quality audit.
tradingbot/ml/research/phase46/run_phase46.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 46 — ML signal-aligned dataset v6 (production population).
tradingbot/ml/research/phase47/run_phase47.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 47 — Compare walk-forward retrain: v4 vs v5 vs v6.
tradingbot/ml/research/phase48/run_phase48.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 48 — Final integration gate after structure + ML signal research.
tradingbot/ml/research/phase49/ml_capture.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 49 — expanded ML capture with fixed bar indexing.
tradingbot/ml/research/phase49/run_phase49.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 49 — Fix bar index + expand ML capture 2021-2026.
tradingbot/ml/research/phase4a/__init__.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 3A package.
tradingbot/ml/research/phase4a/adaptive_quality_backtest.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 4A — Adaptive quality engine backtest comparison (old AND-gate vs quality score).
tradingbot/ml/research/phase50/run_phase50.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 50 — Strict multi-year walk-forward gate on v7.
tradingbot/ml/research/phase51/run_phase51.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 51 — Profitability proximity assessment.
tradingbot/ml/research/phase52/__init__.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 52 — label & dataset diagnosis.
tradingbot/ml/research/phase52/label_audit_v7.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 52 — label & dataset diagnosis on v7 (research only).
tradingbot/ml/research/phase53/__init__.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 53 — execution funnel audit.
tradingbot/ml/research/phase53/execution_funnel_audit.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 53 — execution funnel edge-loss audit (research only).
tradingbot/ml/research/phase54/__init__.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 54 — model sweep.
tradingbot/ml/research/phase54/model_sweep.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 54 — model sweep on strict walk-forward (research only).
tradingbot/ml/research/phase55/__init__.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 55 — feature noise audit.
tradingbot/ml/research/phase55/feature_noise_audit.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 55 — feature importance & noise audit on v7 (research only).
tradingbot/ml/research/phase56/__init__.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 56 — treatment synthesis.
tradingbot/ml/research/phase56/treatment_synthesis.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 56 — treatment synthesis & re-gate (research only).
tradingbot/ml/research/phase57/trade_quality_simulation.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 57A — TradeQuality funnel counterfactual simulation (research only).
tradingbot/ml/research/phase57/trend_regime_deep_dive.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 57B — TREND regime walk-forward deep dive (research only).
tradingbot/ml/research/phase57/write_phase57_report.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 57 — combined report writer and status updates (research only).
tradingbot/ml/research/phase58/trend_only_model.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 58 — TREND-only RF re-gate on top-5 features (research only).
tradingbot/ml/research/phase59/__init__.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 59 — horizon sweep, feature expansion, ensemble (research only).
tradingbot/ml/research/phase59/horizon_feature_expansion.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 59 — label horizon sweep, feature expansion, ensemble (research only).
tradingbot/ml/research/phase60/__init__.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 60 — AUC lift, trade-count gate, execution counterfactual (research only).
tradingbot/ml/research/phase60/auc_lift_and_validation.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 60 — AUC lift experiments, trade-count floor, execution counterfactual (research only).
tradingbot/ml/research/phase61/__init__.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 61 — execution-path shadow validation (research only).
tradingbot/ml/research/phase61/execution_shadow_validation.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 61 — execution-path shadow validation for TREND RF-10f (research only).
tradingbot/ml/research/phase62/trade_quality_shadow_analysis.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 62 — TradeQuality shadow analysis (research only). Analyze WHY TradeQuality rejects 93%+ of high-confidence TREND signals. Read-only re-evaluation of production TradeQualityEngine on phase46 caches.
tradingbot/ml/research/phase63/trade_quality_shadow_calibration.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 63 — TradeQuality shadow recalibration (research only). Shadow-only policy: engine alias, threshold sweep, capture + PF measurement. NO production code changes.
tradingbot/ml/research/phase64/__init__.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 64 — AdaptiveRisk shadow review (research only).
tradingbot/ml/research/phase64/adaptive_risk_shadow_review.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 64 — AdaptiveRisk shadow review (research only). Analyze AR-blocked TREND HC signals from phase46 caches; quantify incremental impact of AR bypass on top of phase63 TradeQuality alias policy. NO production code changes.
tradingbot/ml/research/phase65/__init__.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 65 — AUC lift via TREND feature engineering (research only).
tradingbot/ml/research/phase65/auc_feature_lift.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 65 — AUC lift via TREND-specific feature engineering (research only). Engineer interactions/ratios/lags from v7 columns; compare RF on baseline 10f, expanded 15-20f, and pruned high-importance sets. Strict 5-window walk-forward on TREND subset at threshold 0.40 with honest PF@30 trades.
tradingbot/ml/research/phase66/__init__.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 66 — Label & horizon experiments (research only).
tradingbot/ml/research/phase66/label_horizon_experiments.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 66 — Label & horizon experiments on TREND subset (research only). Sweep future_window_bars (24–120) with full walk-forward retrain and compare label definitions: label_v3, strict_tp_only, tp_vs_sl_binary, rr_weighted.
tradingbot/ml/research/phase67/__init__.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 67 — TREND specialization & ensemble (research only).
tradingbot/ml/research/phase67/trend_ensemble_specialization.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 67 — TREND specialization + RF+HGB ensemble (research only). Test configs A–F on TREND subset with strict 5-window walk-forward at threshold 0.40. Threshold sweep 0.35–0.50 on best config; recommend carry-forward for Phase 68.
tradingbot/ml/research/phase68/__init__.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 68 - Combined shadow revalidation.
tradingbot/ml/research/phase68/combined_shadow_revalidation.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 68 — Combined shadow revalidation (research only). Combine phase63 TQ alias @0.40 + AR production with ML configs A and C. Evaluate all FIX_ROADMAP production gates; issue phase69 paper-trading verdict. NO production code changes.
tradingbot/ml/research/phase6a/__init__.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 6A package.
tradingbot/ml/research/phase6a/fault_injection_live.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 6A — live-path fault injection (isolated, no production mutation).
tradingbot/ml/research/phase6a/monte_carlo_pa.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 6A — Monte Carlo on PA trade R-multiples.
tradingbot/ml/research/phase6a/vol_v2_expansion.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 6A — VOL v2 EXPANSION-only research profile (no live enable).
tradingbot/ml/research/phase6a/walk_forward_pa.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 6A — PA walk-forward (6×30d rolling windows).
tradingbot/ml/research/phase70/fix_roadmap_final_review.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 70 — FIX Roadmap Final Gate Review (closure, research only). Synthesize phases 62-68 + FIX_ROADMAP.json into a final verdict. NO production code changes — documentation and status updates only.
tradingbot/ml/research/phase7a/adaptive_quality_v2.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 7A — Adaptive Quality v2 research (dynamic weights + threshold sweep).
tradingbot/ml/research/phase8a/ml_kernel_rehab.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 8A — ML Kernel rehabilitation research (shadow-only).
tradingbot/ml/research/phase9a/__init__.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	
tradingbot/ml/research/phase9a/pm_v2_research.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 9A — Position Management v2 research profiles and backtest helpers.
tradingbot/ml/research/phase_final_audit/__init__.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase Final — Pre-paper system integrity audit (READ ONLY).
tradingbot/ml/research/phase_final_audit/run_investigation.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Final pre-paper system integrity audit — READ ONLY investigation.
tradingbot/ml/research/run_engineering_pipeline.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Run Phase 49-51 strict profitability pipeline.
tradingbot/ml/research/run_fix_pipeline.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Run fix pipeline phases 62→70 sequentially (research only).
tradingbot/ml/research/run_live_pipeline.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Run LIVE profitable robot roadmap phases L0-L6 (research orchestrator).
tradingbot/ml/research/run_treatment_pipeline.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Run treatment pipeline phases 52→61 sequentially (research only).
tradingbot/ml/research/v41_isolated/cost_inventory.py	2026-09-09 05:26:55 +0330	update project files	Read-only inventory of possible real cost sources. Research only.
tradingbot/ml/research/v41_isolated/run.py	2026-09-09 05:26:55 +0330	update project files	Phase 1.5.36–1.5.40 orchestrator — offline isolated v41 TREND evidence.
tradingbot/ml/research/v41_isolated/run_cost.py	2026-09-09 05:26:55 +0330	update project files	Offline orchestrator for v41 cost realism & robustness (no live path).
tradingbot/ml/research/v41_isolated/run_followup.py	2026-09-09 05:26:55 +0330	update project files	Phase 1.5.46–1.5.50 orchestrator — offline follow-up, does not rewrite prior JSON.
tradingbot/ml/shadow/phase53a_gate.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 53A — ML kernel live gate (Phase 51 real-trade evidence).
tradingbot/ml/shadow/phase53a_metrics.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 53A — ML kernel validation on Phase 51 forward-demo closed trades.
tradingbot/ml/shadow/phase5a_drift.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 5A — drift analysis (train vs shadow live/replay).
tradingbot/ml/shadow/phase5a_metrics.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 5A — ML Kernel certification metrics (shadow analysis only).
tradingbot/ml/shadow/phase5a_shadow_replay.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 5A — build shadow_trade_record rows from PA replay + ML shadow probe.
tradingbot/services/phase6a_production_cert.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 6A — final production certification orchestrator.
